canonical_species_name,canonical_name,trait,value,unit,latitude,longitude,refid,DataOrigin,DatasetID,DataID
Betula nana,Betula nana,LDMC,0.424358974,g/g,69.07536542,20.81822485,TTT11,TTT,,
Betula nana,Betula nana,LDMC,0.419607843,g/g,69.07536542,20.81822485,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.229901961,g/g,69.06639132,20.80265843,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.205214724,g/g,69.06639132,20.80265843,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.253145058,g/g,69.05344647,20.81759663,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.241803279,g/g,69.05344647,20.81759663,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.202819436,g/g,69.05736792,20.82535794,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.240909091,g/g,69.05736792,20.82535794,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.181459566,g/g,69.05573305,20.83087178,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.160330579,g/g,69.05573305,20.83087178,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.16905016,g/g,69.06470214,20.82949263,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.178035714,g/g,69.06031544,20.83219541,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.169955157,g/g,69.06031544,20.83219541,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.208306709,g/g,69.05591588,20.83457901,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.170547945,g/g,69.05591588,20.83457901,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.196814562,g/g,69.05680422,20.8355504,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.202040816,g/g,69.05680422,20.8355504,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.178526646,g/g,69.05946673,20.83488438,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.198423194,g/g,69.05946673,20.83488438,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.191301115,g/g,69.06483634,20.83330458,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.216445623,g/g,69.06483634,20.83330458,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.238713318,g/g,69.0684764,20.83368072,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.214634146,g/g,69.0684764,20.83368072,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.202339181,g/g,69.05081564,20.82909942,TTT11,TTT,,
Persicaria vivipara,Persicaria vivipara,LDMC,0.213452915,g/g,69.05081564,20.82909942,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.148246364,g/g,69.06189569,20.80149197,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.191337719,g/g,69.06189569,20.80149197,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.170884354,g/g,69.06727337,20.79994421,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.168825911,g/g,69.06727337,20.79994421,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.201436782,g/g,69.06829482,20.80471774,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.262352941,g/g,69.06829482,20.80471774,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.179258242,g/g,69.05871809,20.8123962,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.173123487,g/g,69.05871809,20.8123962,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.248165869,g/g,69.05751704,20.82906208,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.196654275,g/g,69.05751704,20.82906208,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.25659164,g/g,69.0682042,20.82614869,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.244615385,g/g,69.0682042,20.82614869,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.219830028,g/g,69.06470214,20.82949263,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.248081841,g/g,69.06470214,20.82949263,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.218636364,g/g,69.06483634,20.83330458,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.229423868,g/g,69.06483634,20.83330458,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.205654762,g/g,69.07150714,20.81281427,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.203943218,g/g,69.07150714,20.81281427,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.23071161,g/g,69.0755399,20.81391529,TTT11,TTT,,
Solidago virgaurea,Solidago virgaurea,LDMC,0.242285714,g/g,69.0755399,20.81391529,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.484931507,g/g,69.05734899,20.80018055,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.427826087,g/g,69.05734899,20.80018055,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.348863636,g/g,69.0653501,20.79790358,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.385897436,g/g,69.0653501,20.79790358,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.494444444,g/g,69.06805265,20.79731106,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.445454545,g/g,69.06805265,20.79731106,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.319327731,g/g,69.06455788,20.80066203,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.308275862,g/g,69.06455788,20.80066203,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.394594595,g/g,69.06727337,20.79994421,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.38490566,g/g,69.06727337,20.79994421,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.386440678,g/g,69.06639132,20.80265843,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.364583333,g/g,69.06639132,20.80265843,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.425675676,g/g,69.06916155,20.80190587,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.417283951,g/g,69.06916155,20.80190587,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.333606557,g/g,69.06476046,20.80436734,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.350980392,g/g,69.06476046,20.80436734,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.416666667,g/g,69.05758341,20.80775942,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.393877551,g/g,69.05758341,20.80775942,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.426229508,g/g,69.06560453,20.80546809,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.284375,g/g,69.06560453,20.80546809,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.384090909,g/g,69.06829482,20.80471774,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.376870748,g/g,69.06829482,20.80471774,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.404166667,g/g,69.05856531,20.80871858,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.375,g/g,69.05856531,20.80871858,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.365,g/g,69.06837226,20.80586398,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.431034483,g/g,69.06837226,20.80586398,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.434920635,g/g,69.06917558,20.80554958,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.441237113,g/g,69.06917558,20.80554958,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.384615385,g/g,69.05680342,20.81049567,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.376,g/g,69.05680342,20.81049567,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.373255814,g/g,69.06579264,20.8091818,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.363945578,g/g,69.06579264,20.8091818,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.471111111,g/g,69.05871809,20.8123962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.413114754,g/g,69.05871809,20.8123962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.380821918,g/g,69.06136721,20.81166082,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.330909091,g/g,69.06136721,20.81166082,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.362295082,g/g,69.06402202,20.81092962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.375,g/g,69.06402202,20.81092962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.378431373,g/g,69.06675762,20.81008595,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.331707317,g/g,69.06675762,20.81008595,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.319008264,g/g,69.06939894,20.80940115,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.394444444,g/g,69.06939894,20.80940115,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.393506494,g/g,69.06499738,20.8119392,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.397959184,g/g,69.06499738,20.8119392,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.448717949,g/g,69.05785748,20.81509052,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.390163934,g/g,69.05785748,20.81509052,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.280769231,g/g,69.06051336,20.81442096,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.375,g/g,69.06051336,20.81442096,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.125,g/g,69.06325239,20.81365563,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.394936709,g/g,69.06586527,20.81295646,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.367567568,g/g,69.06586527,20.81295646,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.423622047,g/g,69.06856842,20.81208539,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.399130435,g/g,69.06856842,20.81208539,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.393333333,g/g,69.06418727,20.81475824,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.35,g/g,69.06418727,20.81475824,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.357627119,g/g,69.06953275,20.81304977,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.350282486,g/g,69.06953275,20.81304977,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.431111111,g/g,69.057084,20.81791681,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.435820896,g/g,69.057084,20.81791681,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.416071429,g/g,69.06241787,20.81646458,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.39245283,g/g,69.06241787,20.81646458,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.367105263,g/g,69.05897261,20.81996726,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.455813953,g/g,69.05897261,20.81996726,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.597058824,g/g,69.06701298,20.8176447,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.395,g/g,69.06701298,20.8176447,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.393,g/g,69.06966308,20.81683778,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.357142857,g/g,69.06966308,20.81683778,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.396825397,g/g,69.06521865,20.81930648,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.428571429,g/g,69.06521865,20.81930648,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.386458333,g/g,69.0581836,20.82254608,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.358778626,g/g,69.0581836,20.82254608,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.389333333,g/g,69.06086401,20.82186949,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.386507937,g/g,69.06086401,20.82186949,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.373228346,g/g,69.06357345,20.82104807,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.414634146,g/g,69.06357345,20.82104807,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.37260274,g/g,69.06623645,20.82045962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.392592593,g/g,69.06623645,20.82045962,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.411688312,g/g,69.06977501,20.82052835,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.409677419,g/g,69.06977501,20.82052835,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.424242424,g/g,69.06003563,20.824666,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.359090909,g/g,69.06003563,20.824666,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.433333333,g/g,69.06271912,20.82396316,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.3875,g/g,69.06271912,20.82396316,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.379166667,g/g,69.06541588,20.82315807,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.420833333,g/g,69.06541588,20.82315807,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.4432,g/g,69.06807329,20.8223087,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.46618705,g/g,69.06807329,20.8223087,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.493548387,g/g,69.05832512,20.82637426,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.414035088,g/g,69.05832512,20.82637426,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.4,g/g,69.06362953,20.82479542,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.426315789,g/g,69.06362953,20.82479542,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.405494505,g/g,69.06903043,20.82332438,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.394186047,g/g,69.06903043,20.82332438,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.405555556,g/g,69.05927308,20.82736263,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.487878788,g/g,69.05927308,20.82736263,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.376086957,g/g,69.06186763,20.8265966,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.423611111,g/g,69.06186763,20.8265966,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.386111111,g/g,69.0645716,20.82582007,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.43902439,g/g,69.0645716,20.82582007,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.409677419,g/g,69.06550602,20.82696349,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.370289855,g/g,69.06550602,20.82696349,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.335897436,g/g,69.0682042,20.82614869,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.376271186,g/g,69.0682042,20.82614869,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.427659574,g/g,69.06686089,20.82774531,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.417741935,g/g,69.06686089,20.82774531,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.366666667,g/g,69.06910039,20.82713877,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.346153846,g/g,69.06910039,20.82713877,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.4625,g/g,69.06202394,20.83032164,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.438,g/g,69.06202394,20.83032164,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.38358209,g/g,69.07008685,20.82800218,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.351428571,g/g,69.07008685,20.82800218,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.38115942,g/g,69.0656177,20.83053481,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.412068966,g/g,69.0656177,20.83053481,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.353932584,g/g,69.06393782,20.83234994,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.332142857,g/g,69.06393782,20.83234994,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.367826087,g/g,69.06313115,20.8352092,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.346153846,g/g,69.06313115,20.8352092,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.423913043,g/g,69.07150714,20.81281427,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.476344086,g/g,69.07150714,20.81281427,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.405813953,g/g,69.05469161,20.81718961,TTT11,TTT,,
Vaccinium myrtillus,Vaccinium myrtillus,LDMC,0.454666667,g/g,69.05469161,20.81718961,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.452755906,g/g,69.05656056,20.80297445,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.479069767,g/g,69.05656056,20.80297445,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.212612613,g/g,69.06727337,20.79994421,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.304663212,g/g,69.06727337,20.79994421,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.353164557,g/g,69.0674581,20.80746547,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.370285714,g/g,69.0674581,20.80746547,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.385786802,g/g,69.06579264,20.8091818,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.321052632,g/g,69.06579264,20.8091818,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.399393939,g/g,69.05962223,20.81338683,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.372016461,g/g,69.05962223,20.81338683,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.397457627,g/g,69.06856842,20.81208539,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.420720721,g/g,69.06856842,20.81208539,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.376258993,g/g,69.06507222,20.81570999,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.385786802,g/g,69.05671496,20.83184104,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.433035714,g/g,69.05671496,20.83184104,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.391101695,g/g,69.06470214,20.82949263,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.350666667,g/g,69.06470214,20.82949263,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.377647059,g/g,69.06122907,20.83288092,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.399224806,g/g,69.06122907,20.83288092,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.413043478,g/g,69.0504678,20.82107969,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.384482759,g/g,69.0504678,20.82107969,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.381981982,g/g,69.05081564,20.82909942,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.415909091,g/g,69.05081564,20.82909942,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.393203883,g/g,69.07293343,20.81814051,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.46,g/g,69.07293343,20.81814051,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.5,g/g,69.05483454,20.82434212,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.197810219,g/g,69.05483454,20.82434212,TTT11,TTT,,
Vaccinium uliginosum,Vaccinium uliginosum,LDMC,0.372262774,g/g,69.05483454,20.82434212,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.520408163,g/g,69.06268651,20.79874362,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.3,g/g,69.06268651,20.79874362,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.468695652,g/g,69.0653501,20.79790358,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.510091743,g/g,69.0653501,20.79790358,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.481909548,g/g,69.06805265,20.79731106,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.498630137,g/g,69.06805265,20.79731106,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.534431138,g/g,69.06097714,20.80047179,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.493706294,g/g,69.06097714,20.80047179,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.471962617,g/g,69.05656056,20.80297445,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.530543933,g/g,69.05656056,20.80297445,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.530107527,g/g,69.0557365,20.80574932,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.522321429,g/g,69.0557365,20.80574932,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.413004484,g/g,69.06383039,20.8033724,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.503249097,g/g,69.06383039,20.8033724,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.487096774,g/g,69.05665772,20.8067473,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.60625,g/g,69.05665772,20.8067473,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.437560976,g/g,69.06476046,20.80436734,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.447894737,g/g,69.06476046,20.80436734,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.453478261,g/g,69.0549299,20.80853054,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.464539007,g/g,69.0549299,20.80853054,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.544516129,g/g,69.05758341,20.80775942,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.487854251,g/g,69.05758341,20.80775942,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.454037267,g/g,69.06560453,20.80546809,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.462686567,g/g,69.06560453,20.80546809,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.620512821,g/g,69.05856531,20.80871858,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.52815534,g/g,69.05856531,20.80871858,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.460810811,g/g,69.06119899,20.80793012,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.441666667,g/g,69.06119899,20.80793012,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.497297297,g/g,69.05680342,20.81049567,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.501290323,g/g,69.05680342,20.81049567,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.5,g/g,69.05599677,20.8133277,TTT11,TTT,,
Vaccinium vitis-idaea,Vaccinium vitis-idaea,LDMC,0.465,g/g,69.05599677,20.8133277,TTT11,TTT,,
